text;label
track particles with distance and time gap closing only;1099
track particles with distance/time constraints only;1099
track particles with distance and time gap closing, no splits;1099
track particles with distance and time constraints;1099
track particles without branching or merging;1099
track particles with distance and time constraints;1099
track particles without splits or merges;1099
track particles with distance/time gap closing;1099
convert table column to image;1100
image from table data;1100
image from table column;1100
image from table column data;1100
image from table values;1100
image from table column values;1100
image from table column data;1100
table column to image;1100
image from table values;1100
image from table data;1100
image from table column data;1100
image from table column values;1100
image from table values;1100
table to image;1100
standard deviation from masked image;1101
standard deviation of masked pixels in image;1101
standard deviation from masked image;1101
standard deviation from masked image;1101
standard deviation of masked pixels in image;1101
standard deviation of masked pixels with imagej results table;1101
masked pixel standard deviation;1101
standard deviation of masked pixels from image;1101
masked image standard deviation calculation;1101
masked pixel standard deviation;1101
standard deviation of masked pixels;1101
standard deviation of masked pixels to results;1101
standard deviation of masked pixels in image;1101
standard deviation of masked pixels in image;1101
filter filament vertices by angle;1102
filter filament vertices by length;1102
filter filament vertices properties;1102
filter filament vertices by length;1102
filter filament vertices by angle and curvature;1102
filter filament vertices by curvature and length;1102
filter filament vertices by angle;1102
filter filament vertices by angle;1102
filter filament vertices by angle and length;1102
filter filament vertices by angle, curvature and length;1102
filter filament points;1102
filter filament vertices;1102
filter filament by properties;1102
filter filament ends;1102
image translation x and y;1103
image x y translation;1103
image shift x y;1103
image stacking translation;1103
image shift x y;1103
image x y offset;1103
image shift x y;1103
image coordinate adjustment;1103
image displacement x y;1103
image coordinate shift;1103
image stack translation;1103
image move x y;1103
image translate x y;1103
image stack shift;1103
add slices from one image to another;1104
add slices from multiple stacks;1104
add channels from one stack to another;1104
combine image stacks by adding slices;1104
add slices to stack from another image;1104
add slices from different stacks;1104
combine image channels;1104
combine image stacks by adding slices;1104
add slices from stacks;1104
add slices to stack;1104
add image channels;1104
combine image stacks;1104
combine stacks by adding slices;1104
merge image stacks;1104
remove small objects based on gray level bins;1105
remove objects below pixel count;1105
remove small objects based on graylevel and area;1105
filter grayscale image by object area;1105
remove grayscale objects by size and intensity;1105
remove small bright objects from grayscale image;1105
remove objects based on size and graylevel;1105
remove small objects from grayscale image;1105
remove small bright objects in grayscale image;1105
filter image by object size and gray level;1105
remove small objects by gray level;1105
filter grayscale image by object size;1105
remove small objects based on grayscale intensity;1105
remove small objects by gray level and size;1105
process data with groups;1106
iterate over data groups;1106
process data in groups;1106
group data by annotations;1106
process data with grouping;1106
group data and process;1106
group data and process;1106
process data based on annotations;1106
process data with iterations;1106
run process on annotated data;1106
process data by annotation groups;1106
process data iteratively;1106
process data in iterations;1106
process data by groups;1106
3d segmentation from seed points;1107
group 3d voxels to seed points;1107
3d image segmentation with thresholds;1107
3d image segmentation using watershed and seeds;1107
segment 3d image based on local maxima;1107
segment 3d image with seed points;1107
3d watershed segmentation;1107
group 3d voxels to seed points;1107
segment 3d image with seed and priority;1107
cluster voxels to seeds;1107
segment 3d image with seed and threshold;1107
segment 3d image with seed priorities;1107
3d segmentation with seed points and thresholds;1107
3d segmentation from seed points;1107
image magnitude from double image;1108
calculate magnitude from image;1108
calculate image magnitude;1108
calculate image magnitude;1108
image magnitude calculation;1108
image magnitude from float image;1108
image magnitude from stack of images;1108
image magnitude from image stack;1108
image magnitude from complex image;1108
calculate image magnitude from pixels;1108
image magnitude from pixels;1108
calculate image magnitude;1108
image magnitude calculation in JIPipe;1108
calculate magnitude;1108
merge overlapping labels;1109
join touching regions;1109
merge connected labels;1109
merge touching objects;1109
merge touching labels;1109
merge touching labels in 2D;1109
merge touching labels 3D;1109
merge touching regions;1109
merge touching regions in 3D;1109
merge touching labels in 3D;1109
join touching labels;1109
merge touching labels in 3d;1109
merge touching labels in 2d;1109
merge touching labels;1109
annotation data retrieval;1110
annotation data extraction;1110
extract data from annotation;1110
get annotation data;1110
extract data from annotations;1110
get data from annotation;1110
get data annotation values;1110
extract annotation values;1110
read annotation data;1110
get values from annotation;1110
annotation value extraction;1110
retrieve annotation data;1110
extract data from annotations;1110
read data from annotation;1110
segment 3D objects using seeds and adaptive gaussian threshold;1111
segment 3D objects using seed points and radial distribution;1111
segment 3D objects from seeds with gaussian and radial distribution;1111
segment 3D objects using seeds and radial distribution with gaussian fit;1111
segment 3D objects with local thresholding and gaussian fitting;1111
segment 3D objects using seed points and local thresholding;1111
segment 3D objects with gaussian fitting from seed points;1111
segment 3D objects from seeds with adaptive thresholding;1111
segment objects using seed points and gaussian thresholding;1111
segment spots from seed points using gaussian fitting;1111
segment 3D objects with gaussian threshold based on radial distribution;1111
segment 3D objects from seeds using radial distribution and adaptive thresholding;1111
segment 3D objects using seed-based adaptive gaussian thresholding;1111
segment 3D objects from seed points with gaussian fit;1111
execute r script with annotations;1112
execute r code per row;1112
execute r script with data access;1112
run r script on each row of data;1112
run r script with data output;1112
run r script with dataframe input and png output;1112
run custom r script for each data item;1112
run custom r code on data groups;1112
run r code on each data item;1112
execute r script per item;1112
run custom code for each image;1112
run r script with data grouping by annotations;1112
run r script with dataframe input and output;1112
run r script with data access and output;1112
filaments to 2d roi lines;1113
filaments to vector outlines;1113
filaments to vector shapes;1113
filaments to 2d line roi;1113
filaments to roi;1113
filaments to 2d roi;1113
filaments to vector roi;1113
filaments to vector roi;1113
filaments to 2d roi points lines;1113
convert filaments to roi;1113
filaments to 2d roi;1113
filaments to points and lines;1113
convert filaments to roi;1113
filaments to line roi;1113
image to data table;1114
image to table;1114
image to table data;1114
image to table;1114
image to table;1114
image to table values;1114
image to table values;1114
image to table values;1114
image to table;1114
image to table;1114
image to table;1114
image to table results;1114
image to table data;1114
image to table;1114
image comparison to constant value;1115
image smaller than another image;1115
image a smaller than image b?;1115
image a less than image b constant;1115
image comparison to constant;1115
image smaller than value;1115
image less than a value;1115
pixelwise comparison smaller than constant;1115
image a smaller than constant;1115
image a less than constant;1115
image a smaller than image b by constant;1115
image a less than image b?;1115
image a less than image b;1115
image a smaller than image b;1115
box filter ignore zeros;1116
minimum filter nonzero values;1116
minimum filter box shape;1116
minimum filter ignore zero values;1116
box minimum filter ignore zeros;1116
minimum filter ignore zero values;1116
nonzero minimum filter radius 1;1116
minimum filter excluding zero;1116
minimum filter with background exclusion;1116
minimum filter excluding zeros;1116
minimum filter with zero exclusion;1116
nonzero minimum filter;1116
nonzero minimum filter box;1116
minimum filter box radius one;1116
filter data table rows;1117
reduce data table size;1117
subset data table by row;1117
extract data table rows by index;1117
extract rows from data table;1117
select specific rows from data;1117
reduce data table size;1117
get data table subset;1117
extract data table rows by number;1117
extract subset of data table;1117
select data table rows;1117
limit data table rows;1117
select data table rows by index;1117
reduce data table rows;1117
connect centroids with lines based on distance;1118
connect nearby labels with lines;1118
draw lines between nearby labels;1118
create mesh from label centroids;1118
connect label centroids with lines;1118
create lines between closest labels;1118
draw lines between close labels;1118
draw mesh connecting labels;1118
draw lines between labels by distance;1118
draw lines between proximal labels;1118
draw lines between labels based on proximity;1118
draw mesh from labels with distance threshold;1118
draw mesh connecting labels;1118
draw mesh from labels with distance limit;1118
cut region from image;1119
crop image by coordinates and size;1119
crop image to selection;1119
crop image to specific coordinates;1119
crop image region;1119
cut rectangular part from image;1119
extract image area;1119
crop image region;1119
cut rectangular area from image;1119
image section with defined dimensions;1119
crop image to rectangle;1119
select image section;1119
crop image region;1119
crop image with coordinates;1119
3d image max projection y axis;1120
3d image max y projection;1120
3d image max projection y axis;1120
maximum intensity projection along y;1120
maximum y projection 3d image;1120
maximum intensity projection y 3d;1120
3d image max y;1120
3d image maximum y;1120
3d max y projection;1120
3d max projection y;1120
3d max y intensity;1120
3d max projection along y;1120
maximum intensity projection y;1120
3d image max projection y;1120
rotate image axes;1121
rotate image 90 degrees;1121
rotate image 90 degrees clockwise;1121
image stack rotation 90 degrees;1121
flip image stack 90 degrees;1121
rotate image stack clockwise;1121
rotate image stack 90 degrees clockwise;1121
rotate image 90 degrees clockwise;1121
rotate image axes 90 degrees;1121
rotate image 90 degrees clockwise;1121
rotate image axes;1121
image stack flip x and y;1121
rotate image stack x and y;1121
threshold image based on another image;1122
binary image from comparison;1122
threshold image with a mask;1122
threshold image using another image;1122
threshold image with local mask;1122
threshold image with comparison to another image;1122
threshold image based on another image;1122
threshold image using a second image;1122
binary image from comparison;1122
threshold image with reference image;1122
compare image to mask;1122
threshold image using a mask image;1122
binary image from masked values;1122
threshold image with another image as threshold;1122
distance between points with images;1123
distance between point clouds;1123
calculate distance between point clouds;1123
distance between point clouds;1123
distance matrix from point data;1123
distance matrix from two point images;1123
distance between point lists;1123
distance matrix from coordinates;1123
distance matrix from point coordinates;1123
distance matrix from point images;1123
point cloud distance matrix;1123
distance matrix from coordinates;1123
distance between points in images;1123
point distance matrix generation;1123
max intensity per object;1124
map label to max intensity;1124
map intensity per object;1124
max intensity by label;1124
intensity per object;1124
label intensity mapping;1124
intensity per object;1124
max intensity per object label;1124
intensity per object label;1124
intensity per label;1124
intensity from label map;1124
label intensity mapping;1124
object intensity map;1124
max intensity per label;1124
set image to rgb color;1125
set image to a color;1125
fill image with a specific rgb color;1125
set image background color;1125
fill image with color;1125
set image background;1125
set image to specific color;1125
set image color;1125
fill image with a specific color;1125
fill image with specific color;1125
fill image with color;1125
set image to solid color;1125
fill image with specific color;1125
color image to specific value;1125
filter labels by edt range;1126
filter labels by size range;1126
filter labels by thickness range;1126
filter labels by thickness range;1126
filter labels by edt size;1126
filter labels by edt size;1126
filter labels by edt size;1126
filter labels by thickness 2d;1126
filter labels by size;1126
filter labels by thickness range;1126
filter labels by edt;1126
filter labels by size;1126
filter labels by thickness and size;1126
filter labels by edt thickness;1126
count non-zero pixels in image stack;1127
count non-zero pixels in image stack;1127
number of non-zero pixels in image;1127
count non-zero pixels in imagej;1127
count non-zero pixels in image;1127
count non-zero pixels in image;1127
count non-zero pixels in image stack;1127
non-zero pixel sum;1127
count non-zero pixels in 3d image;1127
count pixels not zero;1127
count non-zero pixels in image;1127
count non zero pixels;1127
number of non-zero pixels;1127
pixel count non-zero;1127
complex image from real and imaginary;1128
combine real/imaginary to complex;1128
combine real and imaginary to single image;1128
complex image from real and imaginary input;1128
complex image from real and imaginary inputs;1128
combine real and imaginary into complex;1128
complex image from real and imaginary parts;1128
combine real and imaginary images;1128
combine real and imaginary into complex data;1128
combine real and imaginary into complex image;1128
complex image creation from two inputs;1128
complex image from separate parts;1128
complex image from real/imaginary images;1128
combine real and imaginary image;1128
max z with arg max;1129
max z projection with index;1129
max z projection;1129
max z with argmax index;1129
max z projection with arg max;1129
find max z in stack;1129
maximum z projection and z index;1129
max z arg max;1129
max z projection and index;1129
maximum z projection;1129
max z with arg max position;1129
max z projection with position index;1129
find max z with index;1129
max z projection;1129
image moment of order 4;1130
calculate image moments order 4;1130
image fourth moment calculation;1130
image moments fourth order;1130
calculate image moments;1130
image moments fourth order calculation;1130
image moment calculation order 4;1130
image moments about mean;1130
calculate image moments order 4;1130
image moments order 4;1130
image fourth moment;1130
image moment order 4 calculation;1130
image moment about mean calculation;1130
image fourth order moment;1130
neighboring label density map;1131
map label counts by distance;1131
label neighborhood count map;1131
label proximity count;1131
count labels within neighborhood;1131
count neighboring labels in image;1131
count labels within distance range;1131
count neighbors in label map;1131
count labels by proximity;1131
label map neighbor count;1131
map label proximity count;1131
count neighboring labels in map;1131
count neighboring labels in map;1131
count neighbors in label map;1131
copy files and folders with path control;1132
copy files and folders;1132
copy folder contents;1132
copy data based on annotations;1132
copy files and folders;1132
copy files to new location;1132
copy files with path adjustments;1132
copy files/folders with flexible destination handling;1132
copy files or folders;1132
copy files with automatic folder creation;1132
copy files or folders;1132
copy files and folders with destination control;1132
copy files and folders creating missing destinations;1132
copy files/folders with destination path options;1132
extend image beyond limits;1133
extend image with constant values;1133
extend image interval bounds;1133
extend image bounds;1133
extend image beyond interval;1133
extend image boundaries;1133
extend image with padding;1133
extend image beyond bounds;1133
extend image interval strategy;1133
extend image interval;1133
handle out-of-bounds pixels;1133
extend image with strategy;1133
image out of bounds handling;1133
fill image outside bounds;1133
binary dilation of image slices;1134
binary image dilation slice by slice in 3d;1134
binary image dilation in 3d;1134
image dilation using neighborhood pixels;1134
binary dilation image processing;1134
binary dilation in image slices;1134
binary image expansion slice by slice;1134
binary image dilation in 2d;1134
binary image dilation in slices;1134
binary image dilation for slices;1134
binary image dilation in 3D;1134
binary image dilation 3d slices;1134
binary image thickening slice by slice;1134
binary image dilation slice by slice;1134
write values to image with x y z positions;1135
write values to image from x y z;1135
write values to image from positions;1135
write values to image by position;1135
write values to image at location;1135
write values to image using x y z;1135
write values to image with coordinates;1135
write values to image positions;1135
write values to image at coordinates;1135
write values to image coordinates;1135
write values to image from coordinates;1135
write values to image using coordinates;1135
image values from coordinates;1135
write values to image locations;1135
color-coded maximum projection from stack;1136
maximum projection color lookup table;1136
color-coded depth from stack;1136
color-coded 3d stack projection;1136
z-stack to color image;1136
color-coded depth projection;1136
depth projection with color lookup;1136
color-code z-stack maximum projection;1136
color-coded 3d projection;1136
3d stack maximum projection color;1136
color code z position maximum projection;1136
color-coded z-stack depth;1136
color code z-stack maximum projection;1136
color-coded maximum projection lookup table;1136
add file path as annotation;1137
add path to file properties;1137
annotate files with directory info;1137
add path info to files;1137
add file properties to annotations;1137
annotate files with path;1137
add path properties to files;1137
add directory properties to files;1137
add file path to annotation;1137
add path to file properties;1137
add file location to properties;1137
add file path properties;1137
add file location as metadata;1137
add file path to properties;1137
count ROIs from multiple lists;1138
count ROIs with grouped annotations;1138
count ROIs and sum values;1138
count ROIs by annotation;1138
count ROIs with annotation sums;1138
count ROIs with merged data;1138
count ROIs from different lists;1138
count ROIs across lists;1138
count ROIs with merged annotations;1138
count ROIs and merge data;1138
count ROIs with annotation grouping;1138
count ROIs based on annotations;1138
count ROIs based on annotations;1138
count ROIs with annotations;1138
get temp folder;1139
access temporary files;1139
get temp folder path;1139
temporary folder path;1139
existing temporary folder;1139
temporary folder location;1139
temporary folder access;1139
access existing temporary folder;1139
access temporary folder;1139
create temp directory;1139
existing temporary directory;1139
access temp directory;1139
existing temp folder;1139
access temp directory;1139
reconstruct 3d from 2d with limits;1140
2d to 3d image reconstruction with adjustable limits;1140
2d to 3d image conversion;1140
3d image reconstruction from 2d slices;1140
2d to 3d reconstruction with adjustable range limits;1140
2d image to 3d reconstruction with adjustable values;1140
3d reconstruction from 2d images;1140
2d to 3d reconstruction;1140
2d to 3d reconstruction with adjustable range;1140
3d reconstruction with adjustable range;1140
2d to 3d reconstruction with value limits;1140
2d to 3d reconstruction with max/min values;1140
reconstruct 3d from 2d with limits;1140
reconstruct 3d from 2d with adjustable maximums;1140
merge 3d data based on annotations;1141
combine 3d scenes into one;1141
combine 3d scenes;1141
group 3d scenes;1141
merge 3d scenes into one group;1141
merge 3d data into one group;1141
combine 3d scenes;1141
group images by annotations;1141
combine data by annotations;1141
combine 3d scenes;1141
merge 3d datasets;1141
group 3d data into one;1141
combine 3d data by annotations;1141
combine 3d scenes;1141
3d image cubic mean;1142
3d image neighborhood average radius;1142
3d image local average neighborhood;1142
3d image mean filter with radius;1142
3d image local mean filter;1142
3d image local average;1142
3d image mean with radius;1142
3d pixel neighborhood average;1142
3d image smoothing with radius;1142
3d image mean with cubic neighborhood;1142
3d image smoothing with radius;1142
3d image local average;1142
3d image smoothing with radius;1142
3d image cubic smoothing;1142
filter table by criteria;1143
filter table by column values;1143
filter table by values;1143
filter table data by criteria;1143
filter table by conditions;1143
filter table by attributes;1143
filter table by properties;1143
filter table by property;1143
filter table properties;1143
filter table by criteria;1143
filter table by row values;1143
filter table by attribute values;1143
filter table by conditions;1143
filter table by conditions;1143
table column to image x values position;1144
table column to image x coordinates;1144
convert table column to image;1144
table column to image values as x;1144
table column to image x data;1144
table column to image x values;1144
table column to image values;1144
table column to image x;1144
table data to image;1144
table column to image x position;1144
table column to image data;1144
convert table column to image;1144
table column to image x dimension;1144
table column to image values;1144
minimum x projection 3d to 2d;1145
minimum intensity projection along x;1145
minimum x projection 3d;1145
minimum intensity projection x axis;1145
reduce x to 2d;1145
minimum x intensity projection;1145
2d x projection minimum intensity;1145
2d minimum x projection;1145
minimum intensity projection along x;1145
reduce x intensity to 2d;1145
minimum x projection 2d;1145
reduce x minimum intensity;1145
reduce x to 2d intensity;1145
reduce x to 2d minimum intensity;1145
minimum filter ignore zeros;1146
minimum filter diamond shape;1146
ignore zero minimum filter;1146
minimum filter with zero preservation;1146
diamond minimum filter;1146
minimum filter preserving background;1146
minimum filter diamond shape preserving zeros;1146
nonzero minimum filter diamond;1146
nonzero minimum filter with background preservation;1146
minimum filter nonzero pixels;1146
nonzero minimum filter diamond shape;1146
diamond filter nonzero values preserving background;1146
diamond filter ignore zeros;1146
nonzero minimum filter;1146
copy pixel size from image to image;1147
copy pixel spacing;1147
inherit image resolution;1147
inherit image resolution;1147
transfer pixel size between images;1147
copy image dimensions;1147
transfer physical dimensions;1147
copy physical dimensions between images;1147
copy physical size annotations;1147
copy pixel size annotations;1147
copy pixel dimensions from source image;1147
copy physical dimensions to annotations;1147
transfer physical dimensions using annotations;1147
copy pixel size using annotations;1147
combine 3 greyscale to rgb;1148
combine greyscale to rgb;1148
combine greyscale to rgb;1148
combine 3 greyscale images;1148
create rgb image from 3 greyscale;1148
merge greyscale to rgb image;1148
combine greyscale to rgb;1148
combine greyscale images to rgb color;1148
combine greyscale images to color;1148
merge greyscale to rgb image;1148
merge 3 greyscale to rgb;1148
combine greyscale images to color;1148
create rgb image from greyscale;1148
merge 3 greyscale images;1148
render ROI overlay as RGB image;1149
render ROI overlay to RGB;1149
render ROI as RGB image;1149
render image ROI as color;1149
display ROI as RGB;1149
render ROI to RGB;1149
render ROI to RGB;1149
display ROI as RGB;1149
render ROI to RGB;1149
render image overlay as RGB;1149
render image overlay RGB;1149
render ROI to color;1149
render image overlay to RGB;1149
render ROI overlay to RGB;1149
image intensity histogram;1150
image histogram;1150
image pixel value frequency;1150
image pixel distribution;1150
image pixel value histogram;1150
image histogram generation;1150
image pixel count histogram;1150
image pixel value distribution;1150
image intensity counts;1150
image intensity distribution;1150
image pixel counts;1150
image value counts;1150
image pixel values histogram;1150
image histogram;1150
image squared difference calculation;1151
image difference squared pixels;1151
calculate pixel-wise squared difference;1151
image squared difference;1151
image difference squared pixels;1151
image squared difference calculation;1151
image squared difference;1151
pixel-wise squared difference;1151
image difference calculation;1151
squared image difference;1151
pixel difference squared;1151
image squared difference pixels;1151
squared difference calculation;1151
calculate squared difference between images;1151
count labels touching neighbors;1152
touching label neighborhood count;1152
touching label neighborhood size;1152
neighbor label count map;1152
touching label neighbors;1152
touching label count map;1152
neighboring label counts in map;1152
touching label neighborhood count;1152
count touching labels in image;1152
map touching label count;1152
touching label count map;1152
count touching labels;1152
count touching neighbors in label map;1152
count touching labels in map;1152
convert array to image stack;1153
create 3d image from data array;1153
array to 3d stack;1153
convert array to 3d image stack;1153
array to 3d image;1153
create 3d image from numerical array;1153
array to 3d image stack;1153
3d array to image;1153
create 3d image from array;1153
create 3d image from array data;1153
convert array to 3d image stack;1153
create image stack from array;1153
convert array to image stack;1153
convert numerical array to 3d image;1153
connect touching labels with lines;1154
label mesh with distances;1154
connect labels by distance;1154
distance mesh from labels;1154
connect labels with distance lines;1154
draw lines between labels with distance;1154
draw lines connecting label centroids;1154
distance between label centroids;1154
draw distance mesh from labels;1154
draw lines between touching labels;1154
draw distance mesh from labels;1154
draw lines between touching labels;1154
mesh from label centroids;1154
create mesh from label distances;1154
segment objects with gradient magnitude;1155
segment objects with gradient-based thresholding;1155
segment objects with gradient filtering;1155
segment objects by internal gradients;1155
find object edges in 2D images;1155
segment objects with internal gradients;1155
segment objects with internal gradient analysis;1155
segment objects based on internal gradients;1155
segment objects with gradient detection;1155
find object boundaries with gradients;1155
find object boundaries from gradients;1155
segment objects by finding internal gradients;1155
segment objects with gradient analysis;1155
segment objects by gradient detection;1155
estimate cell pose from images;1156
cell segmentation with flow vectors;1156
segment cells and estimate pose in 3d;1156
predict cell flow and pose;1156
segment cells and predict flow;1156
predict cell motion and flow vectors;1156
segment cells and estimate flow vectors;1156
segment cells and predict 3d motion;1156
segment cells and estimate pose;1156
estimate cell pose and flow;1156
segment cells and predict flow;1156
3d cell pose estimation;1156
estimate 3d cell flow and pose;1156
segment cells and estimate 3d pose;1156
remove small bright areas;1157
remove small dark spots;1157
remove small bright structures;1157
remove small spots from image;1157
remove small dark spots;1157
remove small low intensity features;1157
remove small low intensity features;1157
remove small low intensity features;1157
remove small dark structures;1157
remove small dark structures;1157
remove small dark areas;1157
remove small low intensity regions;1157
remove small bright regions;1157
remove small dark features;1157
average distance between labels in image;1158
average distance between label centroids;1158
average distance to neighboring labels in 3D;1158
distance to neighboring labels map;1158
calculate average distance to neighboring labels;1158
average distance between touching objects;1158
average distance between touching objects;1158
average distance to label boundaries;1158
distance map from label neighbors;1158
average distance between labels;1158
average distance to neighboring objects;1158
average distance of touching labels;1158
average neighbor distance map;1158
average distance between labels in map;1158
set 3d roi properties with expressions;1159
3d roi properties via expressions;1159
expressions for 3d roi properties;1159
adjust 3d roi properties with expressions;1159
3d roi properties from expressions;1159
change 3d roi properties with expressions;1159
modify roi properties with expressions;1159
set 3d roi properties expressions;1159
adjust 3d roi via expressions;1159
set 3d roi properties expressions;1159
adjust 3d roi properties via expressions;1159
set 3d roi properties via formula;1159
3d roi properties with expressions;1159
modify 3d roi properties with expressions;1159
weighted histogram from table;1160
histogram from table values;1160
histogram from table data;1160
histogram with weights;1160
table column histogram;1160
histogram from table with weighting;1160
table column values distribution;1160
weighted data distribution;1160
table column distribution;1160
histogram from table column;1160
histogram from table data;1160
table column value distribution;1160
histogram from table with weights;1160
table column distribution;1160
image thresholding methods;1161
image thresholding based on histogram;1161
image thresholding with selectable algorithms;1161
image binarization with customizable algorithms;1161
automatic image thresholding;1161
image binarization methods;1161
image binarization using histogram methods;1161
image thresholding with histogram options;1161
histogram thresholding with options;1161
image binarization with specific algorithms;1161
histogram-based image thresholding;1161
automatic image binarization;1161
apply threshold to image automatically;1161
automatic image thresholding method;1161
gpu based image thresholding;1162
image thresholding using histogram methods;1162
find optimal image threshold;1162
gpu automatic thresholding;1162
automatic image thresholding methods;1162
histogram based image thresholding;1162
image thresholding with customizable algorithms;1162
image thresholding with selectable algorithm;1162
image thresholding with gpu and methods;1162
automatic image thresholding methods;1162
automatic thresholding with gpu methods;1162
automatic thresholding for microscopy images;1162
image threshold from histogram;1162
automatic thresholding with selectable methods;1162
combine table column values annotation;1163
table columns merge to annotation;1163
table columns merged annotation;1163
merge table columns annotation;1163
merge table columns into annotation;1163
table column values to annotation;1163
table columns merged to annotation;1163
merge table columns into annotation;1163
combine table columns as annotation;1163
table columns to single annotation;1163
table columns to annotation;1163
merge table columns into annotation;1163
combine table columns annotation;1163
merge table column values to annotation;1163
segment 2d images with hessian and morphology;1164
segment images using hessian filter;1164
2d image segmentation with morphological postprocessing;1164
2d image segmentation with morphology;1164
segment 2d images with hessian filter and despeckling;1164
segment 2d images with hessian and auto threshold;1164
segment image with hessian;1164
segment 2d images with hessian filter and internal gradient;1164
segment images with hessian filter;1164
segment images with hessian filter;1164
segment 2d images with hessian and auto thresholding;1164
segment 2d images with hessian internal gradient and despeckle;1164
segment 2d with hessian and internal gradient;1164
segment 2d images with hessian and internal gradient morphology;1164
detect edges in 2d slices;1165
enhance edges in 3d slices;1165
sharpen image slices;1165
enhance edges in image slices;1165
find edges with gaussian filter;1165
enhance edges in 2d images;1165
find edges in image slices;1165
find edges with gaussian filter;1165
edge detection with gaussian filter;1165
gaussian edge filter slices;1165
laplacian of gaussian filter slices;1165
enhance edges with laplacian filter;1165
find edges with laplacian filter;1165
enhance edges with gaussian laplacian;1165
local thresholding based on triangles;1166
adaptive triangle thresholding;1166
find local threshold for image segmentation;1166
image thresholding with triangle method;1166
local image thresholding;1166
adaptive triangle thresholding;1166
local triangle threshold;1166
image thresholding method;1166
automatic local thresholding;1166
image thresholding automation;1166
automatic image thresholding using triangles;1166
automatic image threshold using triangles method;1166
image thresholding with histograms;1166
automatic thresholding with triangle histogram;1166
set vertex size from image;1167
filament vertex size from image calibration;1167
assign physical sizes to vertices;1167
set filament vertex physical size;1167
set filament vertex size using image data;1167
set filament vertex sizes from image;1167
set vertex size from image data;1167
filament vertex size from image calibration data;1167
set vertex physical size from image data;1167
set filament vertex sizes from image data;1167
set filament vertex size from image;1167
set filament vertex size from annotations;1167
set vertex size from image data;1167
filament vertex size from image calibration;1167
density based clustering of table rows;1168
table row density clustering;1168
table row clustering based on density;1168
cluster rows in table by density;1168
density-based clustering of table rows;1168
table row clustering by density and noise;1168
cluster table rows by density;1168
cluster rows in table based on density and noise;1168
find clusters in table data;1168
cluster rows by density;1168
group rows in table by similarity;1168
find clusters in table rows;1168
group table rows by density;1168
group similar rows in table;1168
combine 3d roi lists;1169
merge 3d roi based on grouping criteria;1169
group 3d roi by annotation;1169
combine 3d roi lists;1169
combine 3d roi lists;1169
combine 3d roi based on annotations;1169
combine 3d roi by custom criteria;1169
combine 3d roi by matching annotations;1169
merge 3d roi groups;1169
group 3d rois by annotations;1169
group 3d rois;1169
merge 3d roi by dataset;1169
merge 3d roi based on grouping;1169
combine 3d roi based on data sets;1169
label map maximum radius;1170
map label maximum distance to centroid;1170
label map to maximum distance;1170
maximum label distance map;1170
maximum distance of labels;1170
label map extent calculation;1170
label map maximum extent;1170
label extent from map;1170
label map extent to maximum distance;1170
label map extent to distance;1170
label map max distance;1170
maximum label distance map;1170
label map to extent distance;1170
label map extent calculation;1170
filament vertex measurements;1171
filament vertex data export;1171
filament vertex data table;1171
measure filament vertex table;1171
filament vertex data table;1171
filament vertex table data;1171
measure filament branching points;1171
measure filament vertices data;1171
measure filament vertex positions;1171
filament vertex measurements;1171
filament vertex data;1171
filament vertex analysis;1171
filament vertex info;1171
measure filament vertex data;1171
paths to path data;1172
convert paths to data;1172
create path data;1172
convert paths to data;1172
convert paths to path data;1172
convert path to data;1172
create path data from paths;1172
convert paths to path data;1172
create data from file paths;1172
convert path to data;1172
create data from paths;1172
convert filepaths to data;1172
paths to data;1172
paths to data;1172
3d roi metadata export;1173
3d roi metadata export table;1173
3d roi metadata table export;1173
3d roi metadata export to table;1173
roi metadata to table;1173
3d roi data to table;1173
3d roi properties as table;1173
3d roi metadata to table;1173
roi metadata to table;1173
3d roi metadata to table;1173
3d roi metadata extraction;1173
3d roi properties to table;1173
3d roi table data;1173
3d roi properties table;1173
display omero image metadata;1174
add omero metadata to image;1174
display omero image data;1174
display image info from omero;1174
image metadata from omero;1174
add omero data to image;1174
attach omero data to image;1174
add omero info to image;1174
image with omero metadata;1174
image annotation from omero metadata;1174
link omero data to image;1174
image annotation from omero;1174
add omero annotations to image;1174
image annotation with omero data;1174
binary image inversion;1175
binary image negation;1175
binary image complement;1175
flip binary image values;1175
binary image flip values;1175
invert binary image;1175
flip 0 and 1 in image;1175
flip image to binary;1175
flip binary image pixels;1175
invert image pixels;1175
flip binary values;1175
negate binary image;1175
binary image flip pixels;1175
invert binary image;1175
find 2d image maxima within rectangle;1176
find 2d image local maxima with rectangular size;1176
find 2d image maxima with rectangular region;1176
find 2d image maximum within radius;1176
find 2d image maxima with rectangular neighborhood size;1176
find 2d image maxima in a rectangular area;1176
find 2d image maxima with rectangular radius;1176
find 2d image maxima with radius x/y;1176
find 2d image maxima with rectangular neighborhood;1176
find 2d image local maxima with radius x and y;1176
local maximum 2d neighborhood;1176
find local maxima in 2d image;1176
find 2d image maxima with radius;1176
find 2d local maxima with radius;1176
max value of touching objects;1177
maximum neighbor value from labels;1177
find maximum value of neighbors from labels;1177
maximum value from touching labels;1177
find maximum value of touching objects;1177
max value of neighbors with touch matrix;1177
max value from object neighborhood;1177
